config,iteration,best_fitness,worst_fitness,avg_fitness
3,53,0.515057,0.699936,0.598529
3,54,0.515057,0.699936,0.598529
3,55,0.515057,0.699936,0.598529
3,56,0.515057,0.699936,0.598529
3,57,0.515057,0.699936,0.598529
3,58,0.515057,0.699936,0.598529
3,59,0.515057,0.699936,0.598529
3,60,0.515057,0.699936,0.598529
3,61,0.515057,0.698489,0.595586
3,62,0.515057,0.698489,0.582120
3,63,0.515057,0.641489,0.573334
3,64,0.515057,0.637002,0.570962
3,65,0.515057,0.637002,0.566577
3,66,0.515057,0.637002,0.563770
3,67,0.515057,0.579364,0.558437
3,68,0.515057,0.579364,0.557207
3,69,0.515057,0.569439,0.555549
3,70,0.515057,0.569439,0.554470
3,71,0.507943,0.567197,0.541541
3,72,0.507943,0.567197,0.528506
3,73,0.507943,0.567197,0.520009
3,74,0.507943,0.543077,0.513876
3,75,0.507943,0.528572,0.510848
3,76,0.507943,0.512855,0.509487
3,77,0.507943,0.512649,0.508853
3,78,0.507943,0.509572,0.508421
3,79,0.507943,0.508858,0.508194
3,80,0.507943,0.508858,0.508021
3,81,0.470012,0.507943,0.475856
3,82,0.470012,0.472157,0.470511
3,83,0.470012,0.472157,0.470433
3,84,0.470012,0.472157,0.470275
3,85,0.470012,0.470699,0.470077
3,86,0.470012,0.470323,0.470023
3,87,0.470012,0.470012,0.470012
3,88,0.470012,0.470012,0.470012
3,89,0.470012,0.470012,0.470012
3,90,0.470012,0.470012,0.470012
3,91,0.470012,0.470012,0.470012
3,92,0.470012,0.470012,0.470012
3,93,0.470012,0.470012,0.470012
3,94,0.470012,0.470012,0.470012
3,95,0.470012,0.470012,0.470012
3,96,0.470012,0.470012,0.470012
3,97,0.470012,0.470012,0.470012
3,98,0.470012,0.470012,0.470012
3,99,0.470012,0.470012,0.470012
3,100,0.470012,0.470012,0.470012
4,1,0.580477,28.052752,16.306968
4,2,0.580477,25.260351,13.272313
4,3,0.580477,20.011528,12.081910
4,4,0.580477,20.011528,9.016590
4,5,0.580477,16.267057,7.624140
4,6,0.580477,16.267057,6.076797
4,7,0.580477,15.103805,5.309155
4,8,0.580477,15.103805,4.754193
4,9,0.580477,9.459022,3.414344
4,10,0.580477,9.459022,2.795205
4,11,0.580477,9.407148,2.490829
4,12,0.580477,9.407148,2.490829
4,13,0.580477,9.407148,2.271397
4,14,0.580477,9.407148,2.271397
4,15,0.580477,9.407148,2.271397
4,16,0.580477,9.407148,1.804562
4,17,0.580477,9.407148,1.804562
4,18,0.580477,9.407148,1.577016
4,19,0.580477,9.407148,1.577016
4,20,0.580477,9.407148,1.564654
4,21,0.580477,8.218719,1.264538
4,22,0.580477,8.218719,1.264538
4,23,0.580477,8.218719,1.264538
4,24,0.580477,8.218719,1.264538
4,25,0.580477,8.218719,1.264538
4,26,0.580477,8.218719,1.264538
4,27,0.580477,8.181810,1.263308
4,28,0.580477,8.181810,1.263308
4,29,0.580477,8.181810,1.067167
4,30,0.580477,7.698176,1.051046
4,31,0.580477,1.202044,0.808145
4,32,0.580477,1.202044,0.808145
4,33,0.580477,1.202044,0.805580
4,34,0.580477,1.202044,0.805580
4,35,0.580477,1.202044,0.805580
4,36,0.580477,1.202044,0.794071
4,37,0.580477,1.202044,0.794071
4,38,0.580477,1.202044,0.794071
4,39,0.580477,1.202044,0.794071
4,40,0.580477,1.202044,0.793011
4,41,0.580477,1.052719,0.769878
4,42,0.580477,1.052719,0.768810
4,43,0.580477,1.052719,0.765807
4,44,0.580477,1.052719,0.753363
4,45,0.580477,0.974487,0.749451
4,46,0.580477,0.974487,0.749451
4,47,0.580477,0.974487,0.749451
4,48,0.580477,0.974487,0.749451
4,49,0.580477,0.974487,0.749451
4,50,0.580477,0.974487,0.749451
4,51,0.580477,0.951181,0.739964
4,52,0.580477,0.951181,0.739964
4,53,0.580477,0.951181,0.739964
4,54,0.580477,0.951181,0.739964
4,55,0.580477,0.951181,0.739964
4,56,0.580477,0.951181,0.739964
4,57,0.580477,0.951181,0.739964
4,58,0.580477,0.951181,0.739964
4,59,0.580477,0.951181,0.739964
4,60,0.580477,0.951181,0.739964
4,61,0.580477,0.943422,0.729811
4,62,0.580477,0.943422,0.728423
4,63,0.580477,0.943422,0.728423
4,64,0.580477,0.943422,0.727356
4,65,0.580477,0.943422,0.727356
4,66,0.580477,0.943422,0.727356
4,67,0.580477,0.943422,0.727356
4,68,0.580477,0.943422,0.723493
4,69,0.580477,0.865980,0.715980
4,70,0.580477,0.865980,0.714612
4,71,0.580477,0.815567,0.709596
4,72,0.580477,0.815567,0.709596
4,73,0.580477,0.815567,0.709596
4,74,0.580477,0.815567,0.709596
4,75,0.580477,0.815567,0.709596
4,76,0.580477,0.815567,0.709596
4,77,0.580477,0.815567,0.709596
4,78,0.580477,0.815567,0.709596
4,79,0.580477,0.815567,0.709596
4,80,0.580477,0.815567,0.709596
4,81,0.580477,0.810451,0.698819
4,82,0.580477,0.766339,0.691922
4,83,0.580477,0.766339,0.691922
4,84,0.580477,0.766339,0.685807
4,85,0.580477,0.766339,0.685807
4,86,0.580477,0.766339,0.685807
4,87,0.580477,0.766339,0.685807
4,88,0.580477,0.766339,0.685807
4,89,0.580477,0.766339,0.685364
4,90,0.580477,0.766339,0.685364
4,91,0.580477,0.763517,0.683830
4,92,0.580477,0.763517,0.683830
4,93,0.580477,0.763517,0.683830
4,94,0.580477,0.763517,0.683830
4,95,0.580477,0.763517,0.683830
4,96,0.580477,0.763517,0.683830
4,97,0.580477,0.763517,0.683830
4,98,0.580477,0.763517,0.683830
4,99,0.580477,0.763517,0.683830
4,100,0.580477,0.763517,0.683830
5,1,0.682425,38.945606,23.175624
5,2,0.682425,30.937782,19.993108
5,3,0.682425,30.737566,18.315442
5,4,0.682425,27.968815,16.060283
5,5,0.682425,27.240774,14.744327
5,6,0.682425,24.586168,13.290563
5,7,0.682425,20.839539,12.159062
5,8,0.682425,19.950367,10.509117
5,9,0.682425,19.950367,9.988861
5,10,0.682425,19.950367,9.065211
5,11,0.682425,15.602664,7.908240
5,12,0.682425,15.602664,7.908240
5,13,0.682425,15.602664,7.908240
5,14,0.682425,15.602664,7.843263
5,15,0.682425,15.602664,7.843263
5,16,0.682425,15.602664,7.843263
5,17,0.682425,15.602664,7.843263
5,18,0.682425,15.602664,7.843263
5,19,0.682425,15.602664,7.842084
5,20,0.682425,15.602664,7.773958
5,21,0.629476,13.660278,6.933738
5,22,0.629476,13.660278,6.933738
5,23,0.629476,13.660278,6.933738
5,24,0.629476,13.660278,6.933738
5,25,0.629476,13.660278,6.933738
5,26,0.629476,13.660278,6.933738
5,27,0.629476,13.660278,6.933738
5,28,0.629476,13.660278,6.933738
5,29,0.629476,13.660278,6.933738
5,30,0.629476,13.660278,6.933738
5,31,0.596725,11.664811,6.137632
5,32,0.596725,11.664811,6.137632
5,33,0.596725,11.664811,6.137632
5,34,0.596725,11.664811,6.137632
5,35,0.596725,11.664811,6.137632
5,36,0.596725,11.664811,6.061872
5,37,0.596725,11.664811,5.841590
5,38,0.596725,11.664811,5.841590
5,39,0.596725,11.664811,5.826208
5,40,0.596725,11.664811,5.825239
5,41,0.596725,11.279732,5.141855
5,42,0.596725,11.279732,5.115985
5,43,0.596725,11.279732,5.115985
5,44,0.596725,11.279732,5.115985
5,45,0.596725,11.279732,5.090431
5,46,0.596725,11.279732,5.090431
5,47,0.596725,11.279732,5.090431
5,48,0.596725,11.279732,5.090431
5,49,0.596725,11.279732,5.090431
5,50,0.596725,11.279732,5.090431
5,51,0.596725,10.614802,4.525517
5,52,0.596725,10.614802,4.525517
5,53,0.596725,10.614802,4.525517
5,54,0.596725,10.614802,4.511211
5,55,0.596725,10.614802,4.511211
5,56,0.596725,10.614802,4.511211
5,57,0.596725,10.614802,4.511211
5,58,0.596725,10.614802,4.511211
5,59,0.596725,10.614802,4.511211
5,60,0.596725,10.614802,4.496887
5,61,0.596725,10.398062,3.923715
5,62,0.596725,10.398062,3.923715
5,63,0.596725,10.398062,3.923715
5,64,0.596725,10.398062,3.923715
5,65,0.596725,10.398062,3.923715
5,66,0.596725,10.398062,3.923715
5,67,0.596725,10.398062,3.923715
5,68,0.596725,10.398062,3.923715
5,69,0.596725,10.398062,3.923715
5,70,0.596725,10.398062,3.889070
5,71,0.596725,9.824672,3.565306
5,72,0.596725,9.824672,3.565306
5,73,0.596725,9.824672,3.565306
5,74,0.596725,9.824672,3.565306
5,75,0.596725,9.824672,3.565306
5,76,0.596725,9.824672,3.565306
5,77,0.596725,9.824672,3.565306
5,78,0.596725,9.824672,3.565306
5,79,0.596725,9.824672,3.565306
5,80,0.596725,9.824672,3.565306
5,81,0.596725,9.181307,2.982701
5,82,0.596725,9.181307,2.982701
5,83,0.596725,9.181307,2.982701
5,84,0.596725,9.181307,2.982701
5,85,0.596725,9.181307,2.982701
5,86,0.596725,9.181307,2.982701
5,87,0.596725,9.181307,2.982701
5,88,0.596725,9.181307,2.982701
5,89,0.596725,9.181307,2.982701
5,90,0.596725,9.181307,2.982701
5,91,0.596725,8.885626,2.423953
5,92,0.596725,8.885626,2.423953
5,93,0.596725,8.885626,2.423953
5,94,0.596725,8.885626,2.423953
5,95,0.596725,8.885626,2.423953
5,96,0.596725,8.885626,2.423953
5,97,0.596725,8.885626,2.423953
5,98,0.596725,8.885626,2.423953
5,99,0.596725,8.885626,2.423953
5,100,0.596725,8.885626,2.423953
6,1,0.800922,43.061596,29.218564
6,2,0.800922,40.981541,27.683455
6,3,0.800922,39.939869,26.131639
6,4,0.800922,38.085125,23.652376
6,5,0.800922,33.092667,22.161795
6,6,0.800922,30.412134,20.641721
6,7,0.800922,28.954517,20.123632
6,8,0.800922,27.796783,19.220872
6,9,0.800922,26.960691,17.122003
6,10,0.800922,26.697971,16.311766
6,11,0.626723,22.891884,14.537101
6,12,0.626723,22.891884,14.537101
6,13,0.626723,22.891884,14.412862
6,14,0.626723,22.757156,14.315491
6,15,0.626723,22.757156,14.201546
6,16,0.626723,22.757156,14.178679
6,17,0.626723,22.757156,14.002398
6,18,0.626723,19.807859,13.501744
6,19,0.626723,19.807859,13.501744
6,20,0.626723,19.740482,13.331607
6,21,0.626723,19.298536,12.088435
6,22,0.626723,19.298536,12.088435
6,23,0.626723,19.298536,12.088435
6,24,0.626723,19.298536,12.088435
6,25,0.626723,19.298536,12.088435
6,26,0.626723,19.298536,12.088435
6,27,0.626723,19.298536,12.030839
6,28,0.626723,19.298536,12.030839
6,29,0.626723,19.298536,12.030839
6,30,0.626723,19.298536,12.030839
6,31,0.626723,19.237118,10.479028
6,32,0.626723,18.222023,10.319581
6,33,0.626723,18.222023,10.319581
6,34,0.626723,18.222023,10.081815
6,35,0.626723,18.222023,9.951986
6,36,0.626723,18.222023,9.823542
6,37,0.626723,18.222023,9.682404
6,38,0.626723,18.222023,9.570572
6,39,0.626723,18.222023,9.400992
6,40,0.626723,18.222023,9.400992
6,41,0.626723,17.236961,8.816433
6,42,0.626723,17.236961,8.816433
6,43,0.626723,17.236961,8.600457
6,44,0.626723,17.236961,8.600457
6,45,0.626723,17.236961,8.455213
6,46,0.626723,17.236961,8.397780
6,47,0.626723,17.236961,8.397780
6,48,0.626723,17.236961,8.397780
6,49,0.626723,17.236961,8.397780
6,50,0.626723,17.236961,8.397780
6,51,0.626723,15.231871,7.814407
6,52,0.626723,15.231871,7.814407
6,53,0.626723,15.231871,7.814407
6,54,0.626723,15.231871,7.814407
6,55,0.626723,15.231871,7.814407
6,56,0.626723,15.231871,7.814407
6,57,0.626723,15.231871,7.814407
6,58,0.626723,15.231871,7.814407
6,59,0.626723,15.231871,7.814407
6,60,0.626723,15.231871,7.814407
6,61,0.540201,15.206153,7.324684
6,62,0.540201,15.206153,7.324684
6,63,0.540201,15.206153,7.324684
6,64,0.540201,15.206153,7.324684
6,65,0.540201,15.206153,7.324684
6,66,0.540201,15.206153,7.324684
6,67,0.540201,15.206153,7.324684
6,68,0.540201,15.206153,7.324684
6,69,0.540201,15.206153,7.324684
6,70,0.540201,15.206153,7.324684
6,71,0.540201,13.667947,6.493377
6,72,0.540201,13.667947,6.493377
6,73,0.540201,13.667947,6.377923
6,74,0.540201,13.667947,6.377923
6,75,0.540201,13.446061,6.278936
6,76,0.540201,13.446061,6.257951
6,77,0.540201,13.446061,6.232917
6,78,0.540201,13.446061,6.232917
6,79,0.540201,13.446061,6.232917
6,80,0.540201,13.446061,6.232917
6,81,0.540201,12.277215,5.810117
6,82,0.540201,12.277215,5.810117
6,83,0.540201,12.277215,5.810117
6,84,0.540201,12.277215,5.810117
6,85,0.540201,12.277215,5.810117
6,86,0.540201,12.277215,5.810117
6,87,0.540201,12.277215,5.810117
6,88,0.540201,12.277215,5.810117
6,89,0.540201,12.277215,5.778224
6,90,0.540201,12.277215,5.778224
6,91,0.540201,11.877582,5.067598
6,92,0.540201,11.877582,5.067598
6,93,0.540201,11.877582,5.067598
6,94,0.540201,11.877582,5.067598
6,95,0.540201,11.877582,5.067598
6,96,0.540201,11.877582,4.731758
6,97,0.540201,11.877582,4.463573
6,98,0.540201,11.877582,4.463573
6,99,0.540201,11.877582,4.455544
6,100,0.540201,11.877582,4.180797
7,1,0.776085,53.575726,28.749038
7,2,0.776085,41.956894,23.189296
7,3,0.776085,40.099552,17.863800
7,4,0.776085,31.241255,15.489876
7,5,0.776085,26.061161,13.320159
7,6,0.776085,23.749693,12.155166
7,7,0.776085,23.749693,11.965550
7,8,0.776085,21.713642,9.920664
7,9,0.776085,18.200335,9.069532
7,10,0.776085,18.200335,9.046690
7,11,0.620168,17.763750,7.833944
7,12,0.620168,17.763750,7.833944
7,13,0.620168,17.763750,7.833944
7,14,0.620168,17.763750,7.833944
7,15,0.620168,17.763750,7.833944
7,16,0.620168,17.763750,7.833944
7,17,0.620168,17.763750,7.833944
7,18,0.620168,17.763750,7.633038
7,19,0.620168,17.763750,7.633038
7,20,0.620168,17.763750,7.633038
7,21,0.620168,15.996655,6.710901
7,22,0.620168,15.996655,6.710901
7,23,0.620168,15.996655,6.710901
7,24,0.620168,15.996655,6.710901
7,25,0.620168,15.996655,6.710901
7,26,0.620168,15.996655,6.710901
7,27,0.620168,15.996655,6.710901
7,28,0.620168,15.996655,6.710901
7,29,0.620168,15.996655,6.710901
7,30,0.620168,15.996655,6.710901
7,31,0.620168,14.087433,5.875691
7,32,0.620168,14.087433,5.875691
7,33,0.620168,14.087433,5.875691
7,34,0.620168,14.087433,5.875691
7,35,0.620168,14.087433,5.875691
7,36,0.620168,14.087433,5.875691
7,37,0.620168,14.087433,5.875691
7,38,0.620168,14.087433,5.875691
7,39,0.620168,14.087433,5.875691
7,40,0.620168,14.087433,5.875691
7,41,0.620168,12.999955,5.416279
7,42,0.620168,12.999955,5.416279
7,43,0.620168,12.999955,5.416279
7,44,0.620168,12.999955,5.416279
7,45,0.620168,12.999955,5.416279
7,46,0.620168,12.999955,5.416279
7,47,0.620168,12.999955,5.416279
7,48,0.620168,12.999955,5.416279
7,49,0.620168,12.999955,5.416279
7,50,0.620168,12.999955,5.416279
7,51,0.620168,12.493388,4.914815
7,52,0.620168,11.179994,4.793412
7,53,0.620168,11.179994,4.751379
7,54,0.620168,11.179994,4.751379
7,55,0.620168,11.179994,4.751379
7,56,0.620168,11.179994,4.751379
7,57,0.620168,11.179994,4.719345
7,58,0.620168,11.179994,4.719345
7,59,0.620168,11.179994,4.719345
7,60,0.620168,11.179994,4.719345
7,61,0.620168,10.922729,4.060036
7,62,0.620168,10.922729,4.060036
7,63,0.620168,10.922729,4.060036
7,64,0.620168,10.922729,4.060036
7,65,0.620168,10.922729,4.060036
7,66,0.620168,10.922729,4.060036
7,67,0.620168,10.922729,4.060036
7,68,0.620168,10.922729,4.060036
7,69,0.620168,10.922729,4.060036
7,70,0.620168,10.922729,4.060036
7,71,0.620168,10.690319,3.717998
7,72,0.620168,10.690319,3.717998
7,73,0.620168,10.690319,3.717998
7,74,0.620168,10.690319,3.717998
7,75,0.620168,10.690319,3.717998
7,76,0.620168,10.690319,3.717998
7,77,0.620168,10.690319,3.717998
7,78,0.620168,10.690319,3.682038
7,79,0.620168,10.690319,3.682038
7,80,0.620168,10.690319,3.682038
7,81,0.620168,10.615030,3.349853
7,82,0.620168,10.615030,3.349853
7,83,0.620168,10.615030,3.349853
7,84,0.620168,10.615030,3.348394
7,85,0.620168,10.615030,3.348394
7,86,0.620168,10.615030,3.348394
7,87,0.620168,10.615030,3.348394
7,88,0.620168,10.615030,3.348394
7,89,0.620168,10.615030,3.348394
7,90,0.620168,10.615030,3.348394
7,91,0.620168,10.286055,2.776122
7,92,0.620168,10.286055,2.776122
7,93,0.620168,10.286055,2.776122
7,94,0.620168,10.286055,2.758181
7,95,0.620168,10.286055,2.758181
7,96,0.620168,10.286055,2.758181
7,97,0.620168,10.286055,2.758181
7,98,0.620168,10.286055,2.471852
7,99,0.620168,10.286055,2.471852
7,100,0.620168,9.243091,2.434136
8,1,0.633154,57.679455,30.125266
8,2,0.633154,44.605877,26.559863
8,3,0.633154,41.283314,24.311138
8,4,0.633154,41.283314,23.564167
8,5,0.633154,34.863705,21.486496
8,6,0.633154,34.863705,20.109512
8,7,0.633154,31.786533,18.482308
8,8,0.633154,29.863533,17.018149
8,9,0.633154,29.863533,16.945371
8,10,0.633154,25.728148,16.337088
8,11,0.633154,25.515491,14.604014
8,12,0.633154,24.002171,14.043579
8,13,0.633154,24.002171,13.501377
8,14,0.633154,22.875053,12.531587
8,15,0.633154,21.681950,11.590536
8,16,0.633154,21.681950,10.903387
8,17,0.633154,20.102108,10.304639
8,18,0.633154,19.712284,9.675256
8,19,0.633154,19.712284,8.989100
8,20,0.633154,19.712284,8.743841
8,21,0.615581,18.673771,7.626396
8,22,0.615581,16.348173,7.416745
8,23,0.615581,16.348173,7.358632
8,24,0.615581,16.348173,7.235361
8,25,0.615581,16.348173,7.235361
8,26,0.615581,16.348173,7.224855
8,27,0.615581,16.348173,7.224855
8,28,0.615581,16.348173,7.070350
8,29,0.615581,16.348173,7.070350
8,30,0.615581,16.348173,7.032968
8,31,0.581321,13.827288,6.269261
8,32,0.581321,13.827288,6.269261
8,33,0.581321,13.827288,6.267352
8,34,0.581321,13.827288,6.221310
